length , start  , read   , filter , measure , tagging , sort   , end
5, 3391, 6480, 7881, 9016, 10108, 11214, 12442
4, 603, 1685, 1877, 2064, 2248, 2442, 2636
5, 3277, 6319, 7620, 8944, 10092, 11278, 12617
6, 777, 1773, 2048, 2259, 2474, 3434, 3663
7, 516, 1622, 1817, 2005, 2193, 2379, 2573
8, 593, 1384, 1581, 1777, 1966, 2154, 2348
9, 604, 1788, 1980, 2173, 2360, 2549, 2747
10, 582, 1346, 1535, 1725, 1915, 2105, 2303
11, 3120, 6070, 7596, 8826, 9935, 11468, 12779
12, 568, 1216, 1405, 1592, 2022, 2209, 2398
13, 474, 975, 1168, 1365, 1554, 1743, 1937
14, 355, 677, 891, 1102, 1331, 1531, 1732
15, 1334, 2150, 2337, 2523, 2711, 2897, 3081
1, 795, 1446, 1712, 1921, 2148, 2364, 2567
2, 625, 1444, 1775, 2029, 2260, 2489, 2785
3, 464, 817, 1011, 1206, 1395, 1585, 1785
4, 561, 1207, 1405, 1600, 1798, 1995, 2190
5, 448, 825, 1017, 1206, 1394, 1579, 1770
6, 520, 1575, 1771, 1962, 2147, 2338, 2531
7, 432, 824, 1021, 1212, 1395, 1583, 1776
8, 488, 1044, 1229, 1411, 1593, 1773, 1961
9, 315, 674, 1285, 1524, 1792, 2041, 2264
1, 2567, 5134, 6142, 7167, 8143, 9134, 10101
2, 568, 1265, 1460, 1657, 1849, 2039, 2234
3, 3050, 6373, 7486, 8739, 10115, 11359, 12748
4, 539, 1264, 1458, 1651, 1845, 2041, 2247
5, 662, 1396, 1632, 1862, 2073, 2287, 2489
6, 1271, 10812, 11051, 12693, 13022, 13481, 14400
7, 544, 1196, 1458, 1673, 1885, 2085, 2292
1, 3837, 7179, 8739, 10323, 11906, 13343, 14885
2, 504, 984, 1175, 1366, 1549, 1741, 1931
1, 3048, 5887, 7143, 8420, 9679, 10887, 12098
1, 3370, 6278, 7878, 9481, 11101, 12670, 14201
2, 1241, 3966, 4153, 4342, 5028, 5225, 5408
3, 952, 3484, 3674, 3861, 4045, 4232, 4416
2, 3875, 7084, 8854, 10501, 12262, 14037, 15751
1, 2986, 5516, 6711, 7885, 9010, 10219, 11436
1, 4392, 7356, 8981, 10626, 12273, 14023, 15793
2, 756, 2698, 2892, 3081, 3986, 5246, 5453
3, 3090, 5917, 7459, 8634, 9757, 10918, 12171
4, 3116, 5547, 7048, 8370, 9706, 11015, 12231
5, 607, 2212, 2420, 2620, 2816, 3062, 3257
6, 495, 1263, 1455, 1645, 1835, 2024, 2215
3, 682, 1634, 1983, 2335, 2577, 2806, 3034
4, 2974, 5282, 6410, 7449, 8466, 9382, 10344
5, 626, 2079, 2284, 2502, 2691, 2882, 3074
6, 3095, 5795, 7209, 8425, 9819, 11075, 12559
1, 822, 1544, 1850, 2124, 2406, 2666, 2942
1, 802, 1729, 2005, 2255, 2490, 2736, 2988
2, 1643, 2852, 3040, 3335, 3525, 3715, 3905
3, 494, 1103, 1296, 1488, 1740, 1929, 2121
4, 340, 636, 857, 1081, 1333, 1572, 1775
5, 649, 2415, 2607, 2796, 2987, 3189, 3382
6, 786, 1762, 2048, 2289, 2537, 2763, 2972
7, 47224, 47892, 48217, 48494, 48733, 48968, 49187
1, 3125, 5549, 7050, 8358, 9756, 11114, 12359
2, 1338, 3741, 3972, 4179, 4400, 4623, 5072
3, 1048, 3907, 4127, 4332, 4540, 4743, 4949
2, 991, 1916, 2510, 2951, 3329, 3623, 4659
1, 3583, 6528, 7986, 9209, 10470, 11695, 12970
1, 3314, 5828, 7128, 8526, 9826, 11036, 12354
2, 507, 1185, 1401, 1616, 1830, 2056, 2277
3, 1043, 2276, 2464, 2656, 2847, 3032, 3221
4, 562, 1253, 1445, 1640, 1831, 2020, 2202
5, 552, 1383, 1578, 1773, 1966, 2157, 2352
1, 693, 2360, 2942, 3156, 3372, 3584, 3799
2, 3516, 6066, 7372, 8659, 9878, 11031, 12403
3, 938, 3828, 4054, 4288, 4496, 5136, 5411
4, 3111, 5603, 7003, 8342, 9594, 10978, 12270
5, 495, 1163, 1339, 1513, 1690, 1875, 2050
6, 771, 2174, 2369, 2565, 2755, 2943, 3287
7, 2686, 4739, 5908, 7064, 8211, 9583, 10856
8, 895, 1817, 2009, 2207, 2395, 2584, 2775
1, 3303, 6151, 7890, 9512, 10970, 12448, 13979
2, 3025, 5593, 7042, 8234, 9454, 10817, 12082
3, 1002, 4457, 4668, 4894, 5546, 5992, 6199
4, 550, 1222, 1457, 1675, 1894, 2131, 2348
5, 607, 1295, 1557, 1790, 2018, 2240, 2497
6, 4675, 8256, 9895, 11303, 12845, 14512, 15989
7, 577, 1164, 1361, 1556, 1748, 1940, 2133
8, 462, 811, 1000, 1190, 1376, 1569, 1763
9, 573, 1325, 1520, 1715, 1908, 2105, 2307
10, 708, 1316, 1509, 1701, 1893, 2084, 2281
1, 4233, 7775, 9370, 10936, 13395, 14812, 16126
2, 3022, 9861, 12278, 13656, 18129, 19507, 20832
3, 742, 1950, 2144, 2339, 2601, 2788, 2979
4, 1016, 1668, 1883, 2107, 2313, 2521, 2767
5, 1522, 2747, 2947, 3136, 3323, 3509, 3701
6, 3694, 6637, 7995, 9200, 10340, 11581, 12685
7, 493, 2450, 2638, 2826, 3014, 3193, 3378
8, 2058, 4043, 4897, 5667, 6543, 7335, 8079
9, 778, 1644, 1840, 2034, 2258, 2445, 2638
10, 550, 1197, 1381, 1564, 1748, 1930, 2117
11, 266, 617, 799, 978, 1156, 1332, 1495
1, 3184, 5646, 6962, 8151, 9399, 10557, 11654
2, 2015, 3853, 4830, 5728, 6489, 7304, 8119
3, 1849, 3535, 4483, 5311, 6170, 7018, 7825
4, 2906, 5389, 6770, 8026, 9273, 10470, 11648
5, 858, 2549, 2741, 2935, 3123, 3317, 3511
6, 760, 1597, 1833, 2069, 2314, 2553, 2782
7, 672, 1393, 1585, 1777, 1963, 2156, 2351
8, 2508, 3478, 3667, 3861, 4055, 4249, 4442
9, 500, 1180, 1426, 1641, 1847, 2082, 2314
10, 3776, 6636, 7967, 9193, 10601, 11959, 13318
11, 787, 3694, 3884, 4069, 4259, 4447, 4731
1, 2700, 5234, 6539, 7854, 9092, 10393, 11648
2, 568, 1968, 2286, 2594, 2807, 3024, 3265
3, 3014, 6266, 7558, 8765, 10203, 11558, 12840
4, 786, 3920, 4132, 4341, 4680, 4891, 5096
5, 743, 2565, 2756, 2947, 3134, 3331, 3514
6, 607, 2107, 2602, 2864, 3129, 3365, 3582
7, 577, 2879, 3070, 3814, 4000, 4623, 4808
8, 531, 1167, 1363, 1557, 1744, 1928, 2118
9, 427, 747, 939, 1130, 1314, 1500, 1692
10, 638, 1603, 1801, 1998, 2191, 2384, 2579
11, 988, 1706, 1899, 3210, 3417, 3605, 3795
1, 2903, 5179, 6420, 7629, 8876, 10037, 11212
2, 2009, 3904, 4823, 5678, 6470, 7293, 8151
3, 657, 1679, 2007, 2323, 2551, 2768, 2996
4, 550, 1681, 1939, 2152, 2377, 2596, 2811
5, 507, 2196, 2418, 2632, 2842, 3205, 3416
6, 518, 1800, 3406, 3644, 3871, 4106, 4342
7, 743, 1447, 1678, 1914, 2143, 2392, 2601
1, 3798, 6776, 8401, 9917, 11459, 13315, 14840
2, 3142, 5728, 7064, 8256, 9473, 10783, 11950
3, 2989, 5775, 7265, 8465, 9751, 11159, 12442
4, 986, 2616, 2805, 2997, 3208, 6651, 6920
5, 642, 1326, 1648, 1869, 2085, 2300, 2507
6, 537, 1216, 1409, 1596, 1785, 1973, 2177
7, 591, 1542, 1735, 1930, 2120, 2716, 2909
8, 489, 1179, 1366, 1554, 1741, 1927, 2114
9, 670, 1738, 2676, 2873, 3057, 3238, 3426
10, 663, 1661, 1855, 2044, 2231, 2416, 2611
11, 330, 847, 1066, 1276, 1508, 1714, 1942
1, 3870, 7811, 9614, 11270, 12787, 14359, 15942
2, 2912, 5066, 5258, 5449, 5632, 5821, 6016
3, 576, 2047, 2246, 2450, 2647, 2838, 3026
4, 688, 2963, 3157, 3354, 4196, 4383, 4573
5, 522, 1227, 1413, 1605, 1794, 1982, 2159
6, 563, 1332, 1518, 1701, 1879, 2063, 2255
7, 300, 690, 875, 1060, 1249, 1438, 1617
8, 465, 791, 979, 1223, 1412, 2105, 2301
9, 608, 1797, 3649, 3846, 4028, 4204, 4394
10, 594, 1359, 1554, 1746, 1936, 2126, 2320
11, 221, 469, 662, 848, 1033, 1220, 1391
12, 449, 891, 1068, 1246, 1429, 1607, 1774
13, 431, 696, 873, 1046, 1225, 1395, 1560
14, 487, 1376, 1561, 1744, 1928, 2112, 2298
15, 446, 860, 1045, 1229, 1416, 1598, 1788
1, 3611, 6695, 8445, 10076, 11704, 13245, 14826
2, 1122, 3047, 3237, 3428, 3623, 3817, 4001
3, 638, 1891, 2080, 2271, 2461, 2659, 2843
4, 703, 1540, 3011, 3273, 3617, 3883, 4145
5, 1080, 3075, 3279, 3473, 3662, 3951, 4146
7, 478, 1068, 1284, 2106, 2415, 2714, 2996
6, 673, 1215, 1517, 1800, 2347, 2649, 2960
8, 697, 2206, 2396, 2583, 2771, 2957, 3139
9, 526, 1331, 1521, 1712, 1902, 2086, 2276
10, 447, 1223, 1426, 1621, 1818, 2011, 2203
11, 277, 544, 727, 908, 1094, 1279, 1449
12, 435, 746, 936, 1127, 1318, 1507, 1773
13, 547, 1752, 1941, 2129, 2311, 2489, 2676
14, 306, 728, 936, 1146, 1356, 1563, 1754
15, 297, 561, 736, 920, 1099, 1287, 1453
16, 572, 1385, 1569, 1758, 1946, 2133, 2323
17, 344, 715, 940, 1133, 1340, 1546, 1766
1, 2942, 5653, 7070, 8180, 9347, 10514, 11650
2, 535, 1565, 1806, 2015, 2262, 2472, 2684
3, 558, 1460, 1694, 1914, 2139, 2644, 2863
4, 457, 832, 1025, 1222, 1413, 1602, 1794
5, 700, 1804, 2002, 2200, 2396, 2584, 2809
6, 451, 865, 1060, 1247, 1431, 1625, 1869
7, 461, 838, 1028, 1221, 1414, 1607, 2043
8, 670, 1317, 1513, 1730, 1931, 2128, 2325
9, 374, 861, 1088, 1363, 1637, 1857, 2096
10, 396, 746, 997, 1241, 1482, 1723, 1979
11, 305, 675, 911, 1158, 1402, 1657, 1894
12, 4088, 7531, 9136, 10656, 12079, 13520, 14928
13, 501, 1682, 1881, 2071, 2254, 2445, 2632
14, 759, 2158, 2342, 2530, 2712, 2889, 3074
15, 450, 764, 947, 1132, 1320, 1505, 1695
1, 3075, 5678, 7353, 8537, 9834, 11123, 12440
2, 737, 2960, 3150, 3345, 3550, 3735, 3927
3, 727, 2051, 2243, 2431, 2617, 2806, 2998
4, 992, 3784, 3975, 4165, 4360, 4546, 4742
5, 532, 1130, 1325, 1521, 1712, 1897, 2098
6, 484, 1074, 1275, 1462, 1651, 1993, 2187
7, 691, 1608, 1826, 2027, 2226, 2419, 2623
8, 305, 578, 823, 1045, 1296, 1516, 1729
9, 504, 1618, 1818, 2012, 2202, 2390, 2585
10, 254, 542, 743, 932, 1128, 1307, 1479
11, 248, 524, 707, 900, 1078, 1253, 1425
12, 250, 504, 705, 900, 1088, 1271, 1447
13, 486, 1114, 1302, 1491, 1689, 1883, 2085
14, 450, 879, 1073, 1269, 1458, 1652, 1895
15, 256, 537, 748, 933, 1126, 1306, 1494
16, 428, 789, 985, 1175, 1362, 1555, 1750
1, 3731, 7245, 8945, 10445, 11826, 13189, 14743
2, 578, 2088, 2601, 2804, 3012, 3221, 3443
3, 504, 1111, 1322, 1530, 1741, 1963, 2183
4, 1171, 3751, 4423, 4643, 6435, 6661, 6862
5, 517, 1303, 1524, 1741, 1946, 2175, 2405
6, 368, 1005, 1231, 1473, 1699, 1940, 2162
7, 401, 815, 1094, 1347, 1625, 1889, 2150
8, 368, 683, 963, 1229, 1480, 1705, 1966
9, 517, 1676, 1868, 2059, 2250, 2439, 2639
10, 427, 787, 1023, 1255, 1504, 1711, 1919
11, 336, 739, 1001, 1233, 1481, 1733, 1984
12, 927, 1974, 2305, 2619, 2938, 3271, 3598
13, 571, 1453, 1646, 1841, 2034, 2228, 2421
14, 302, 645, 862, 1086, 1310, 1530, 2180
15, 572, 1315, 1512, 1709, 1903, 2092, 2289
16, 450, 800, 991, 1185, 1375, 1568, 1760
1, 4048, 6959, 8610, 10363, 11792, 13293, 14709
2, 667, 2405, 2656, 2864, 3073, 3282, 3488
3, 800, 2040, 2310, 2533, 2747, 2989, 3200
4, 396, 786, 1984, 2214, 2446, 2696, 2943
5, 518, 1254, 1466, 1676, 1887, 2106, 2313
6, 500, 951, 1144, 1332, 1519, 1706, 1898
7, 645, 1266, 1457, 1643, 1829, 2020, 2215
8, 287, 596, 810, 1012, 1219, 1441, 1651
9, 522, 1535, 1719, 1905, 2086, 2268, 2456
10, 4145, 7121, 8928, 10601, 12190, 13893, 15568
11, 693, 1177, 1365, 1558, 1747, 1932, 2121
12, 539, 1210, 1402, 1600, 1791, 1981, 2167
13, 540, 1483, 1725, 1970, 2272, 2539, 2795
14, 463, 805, 1078, 1323, 1574, 1825, 2081
1, 3110, 5810, 7226, 8409, 9518, 10652, 11979
2, 1230, 2213, 2461, 2678, 2884, 3100, 3304
3, 458, 853, 1096, 1324, 1586, 1827, 2057
4, 685, 1543, 1952, 2193, 4008, 4427, 4665
5, 541, 1089, 1284, 1477, 1666, 1849, 2041
6, 491, 1704, 1897, 2091, 2282, 2464, 2656
7, 855, 1457, 1765, 1993, 2217, 2442, 2679
8, 392, 745, 974, 1196, 1422, 1661, 1868
9, 504, 931, 1198, 1453, 1702, 1937, 2194
10, 428, 1328, 1557, 1815, 2076, 2331, 2582
11, 361, 777, 1005, 1239, 1459, 1700, 1950
12, 650, 1377, 1614, 1821, 2039, 2243, 2451
13, 346, 715, 966, 1230, 1466, 1716, 1969
14, 279, 668, 1379, 1607, 1851, 2097, 2342
1, 2953, 5859, 7176, 8387, 9645, 10954, 12151
2, 725, 2292, 2483, 2671, 2861, 3053, 3241
3, 2158, 3492, 3832, 4020, 4207, 4393, 4696
4, 780, 3792, 3983, 4948, 5131, 5313, 5491
5, 497, 1100, 1318, 1523, 1710, 1893, 2077
6, 455, 793, 983, 1180, 1375, 1569, 1808
7, 587, 2601, 2798, 2999, 3193, 3389, 3585
8, 279, 569, 799, 1011, 1229, 1483, 1737
9, 703, 944, 1135, 1322, 1515, 1697, 1869
10, 250, 489, 676, 893, 1084, 1257, 1426
11, 492, 962, 1145, 1327, 1507, 1692, 1878
12, 275, 559, 765, 958, 1165, 1387, 1592
13, 961, 1455, 1636, 1823, 2006, 2187, 2374
14, 501, 1229, 1410, 1594, 1773, 1954, 2143
15, 448, 765, 950, 1133, 1315, 1503, 1691
16, 505, 1723, 2363, 2546, 2725, 2909, 3094
17, 425, 800, 982, 1163, 1342, 1520, 1704
18, 497, 1122, 1307, 1484, 3010, 3192, 3375
19, 709, 1490, 1678, 1866, 2055, 2237, 2421
20, 350, 700, 947, 1198, 1517, 1752, 1964
21, 450, 814, 1478, 1686, 1877, 2070, 2264
22, 394, 799, 1023, 1238, 1460, 1701, 1936
23, 943, 1207, 1405, 1593, 1784, 1970, 2146
