length , start  , read   , filter , measure , tagging , sort   , end
8, 362, 362, 618, 848, 1036, 1236, 1436
9, 428, 428, 640, 821, 1005, 1187, 1370
10, 936, 936, 1180, 1371, 1563, 1755, 1941
11, 449, 449, 663, 854, 1042, 1229, 1418
12, 462, 462, 676, 867, 1056, 1242, 1426
13, 407, 407, 633, 823, 1010, 1195, 1385
14, 450, 450, 691, 893, 1086, 1269, 1459
15, 225, 225, 434, 618, 798, 974, 1160
16, 427, 427, 663, 855, 1048, 1358, 1548
17, 421, 421, 661, 843, 1024, 1210, 1387
18, 348, 348, 564, 771, 972, 1169, 1366
19, 420, 420, 644, 832, 1022, 1206, 1389
20, 297, 297, 529, 735, 940, 1140, 1332
21, 404, 404, 660, 863, 1054, 1238, 1433
22, 191, 191, 415, 612, 785, 950, 2353
23, 411, 411, 639, 825, 1010, 1189, 1370
24, 416, 416, 638, 1324, 1519, 1707, 1894
25, 437, 437, 658, 849, 1042, 1231, 1413
26, 1471, 1471, 1696, 1887, 2075, 2262, 2441
1, 3416, 3416, 5306, 6847, 8146, 9520, 10827
2, 1144, 1144, 2213, 2416, 2617, 2819, 3021
3, 508, 508, 819, 1165, 1397, 1651, 1927
4, 572, 572, 947, 1308, 1582, 1795, 2011
5, 528, 528, 824, 1074, 1324, 1572, 1839
6, 364, 364, 636, 943, 1210, 1446, 1681
7, 1080, 1080, 1514, 1971, 2184, 2391, 2596
8, 445, 445, 869, 1095, 1318, 1517, 1725
9, 362, 362, 611, 844, 1059, 1304, 1513
10, 306, 306, 563, 826, 1067, 1299, 1539
11, 488, 488, 736, 953, 1172, 1381, 1599
12, 350, 350, 647, 877, 1106, 1297, 1500
13, 344, 344, 616, 845, 1050, 1277, 1498
14, 472, 472, 829, 1062, 1297, 1536, 1747
15, 321, 321, 734, 984, 1221, 1445, 1650
16, 317, 317, 563, 803, 1052, 1279, 1527
17, 321, 321, 546, 813, 1052, 1502, 1737
18, 503, 503, 863, 1110, 1356, 1577, 1798
19, 367, 367, 713, 966, 1194, 1426, 1675
20, 304, 304, 566, 837, 1071, 1314, 1561
21, 280, 280, 541, 794, 1031, 1270, 1502
22, 265, 265, 601, 849, 1094, 1325, 1564
23, 530, 530, 823, 1077, 1332, 1571, 1824
24, 519, 519, 767, 992, 1218, 1423, 1659
25, 392, 392, 621, 880, 1156, 1405, 1645
26, 490, 490, 778, 1027, 1285, 1513, 1749
27, 305, 305, 551, 776, 1012, 1248, 1468
28, 315, 315, 566, 781, 1023, 1267, 1487
29, 301, 301, 510, 736, 976, 1193, 1410
30, 298, 298, 527, 768, 1001, 1197, 1434
31, 976, 976, 1567, 1756, 1942, 2128, 2306
32, 544, 544, 827, 1018, 1194, 1369, 1542
33, 198, 198, 380, 569, 768, 942, 1113
34, 407, 407, 631, 821, 1008, 1191, 1373
35, 484, 484, 823, 1090, 1342, 1557, 1777
36, 377, 377, 618, 859, 1079, 1316, 1539
37, 356, 356, 669, 882, 1124, 1357, 1600
38, 410, 410, 636, 821, 1003, 1186, 1366
39, 431, 431, 1218, 1414, 1599, 1781, 1964
40, 418, 418, 637, 827, 1017, 1202, 1386
41, 436, 436, 657, 861, 1049, 1235, 1413
42, 424, 424, 656, 1468, 1651, 1838, 2021
43, 301, 301, 520, 739, 939, 1131, 1333
1, 3040, 3040, 17875, 19450, 20823, 22183, 23472
2, 1541, 1541, 2345, 2957, 3524, 4021, 4655
3, 2359, 2359, 3767, 5254, 6384, 7323, 8269
4, 3506, 3506, 4973, 6503, 7792, 8981, 10276
5, 439, 439, 684, 877, 1063, 1253, 1437
6, 418, 418, 641, 856, 1045, 1233, 1416
1, 2708, 2708, 4091, 5305, 6486, 7549, 8641
2, 926, 926, 1144, 1789, 1998, 2201, 2407
3, 1222, 1222, 2387, 2737, 2942, 3139, 3340
4, 876, 876, 1315, 1706, 1916, 2111, 2334
5, 488, 488, 766, 1026, 1299, 1550, 1774
6, 484, 484, 818, 1035, 1261, 1461, 1663
7, 663, 663, 995, 1205, 1422, 1632, 1862
1, 2929, 2929, 4705, 5947, 7149, 8319, 9724
2, 425, 425, 685, 1839, 2026, 2644, 2826
3, 744, 744, 1001, 1190, 1378, 1608, 1791
4, 569, 569, 1039, 1241, 1425, 9876, 10072
5, 469, 469, 698, 888, 1077, 1286, 1521
6, 1241, 1241, 1465, 1655, 1841, 2022, 2210
7, 583, 583, 1507, 1721, 1927, 4816, 5041
8, 686, 686, 2664, 2878, 3119, 3317, 3541
9, 3087, 3087, 4433, 5676, 6842, 7983, 9167
10, 488, 488, 793, 1022, 1226, 1426, 1626
1, 2942, 2942, 4692, 6114, 7512, 8923, 10289
2, 427, 427, 652, 841, 1035, 1223, 1413
3, 434, 434, 667, 863, 1049, 1233, 1415
4, 350, 350, 638, 910, 1183, 1448, 1707
5, 420, 420, 633, 822, 1806, 2009, 2196
6, 460, 460, 684, 875, 1062, 1250, 1436
7, 419, 419, 644, 837, 1024, 1209, 1393
8, 274, 274, 481, 679, 858, 1037, 1214
1, 3575, 3575, 5803, 7486, 9266, 10836, 12480
2, 445, 445, 1083, 1281, 1475, 1672, 1867
3, 436, 436, 648, 841, 1026, 1214, 1402
4, 411, 411, 637, 828, 1015, 1197, 1383
5, 463, 463, 688, 881, 1072, 1256, 1443
6, 269, 269, 496, 693, 889, 1081, 1291
7, 433, 433, 660, 847, 1039, 1227, 1412
8, 283, 283, 535, 737, 951, 1159, 1366
1, 3875, 3875, 5734, 7291, 8969, 10692, 12500
2, 586, 586, 864, 1071, 1271, 1469, 1677
3, 371, 371, 656, 918, 1151, 1394, 1610
4, 364, 364, 632, 866, 1112, 1372, 1598
5, 577, 577, 927, 1156, 1355, 1547, 1756
6, 339, 339, 647, 915, 1176, 1446, 1685
7, 730, 730, 1133, 1359, 1566, 1763, 1968
8, 373, 373, 667, 917, 1156, 1465, 1661
9, 523, 523, 772, 980, 1192, 1435, 1640
1, 5309482, 5309482, 5310480, 5310986, 5311322, 5311713, 5312060
2, 455, 455, 854, 1274, 1590, 1898, 2182
3, 890, 890, 1126, 1316, 1509, 2781, 2965
4, 450, 450, 696, 901, 1095, 1967, 2149
5, 448, 448, 673, 1077, 1705230, 1705797, 1706036
6, 505, 505, 941, 1145, 1339, 1531, 2215
7, 1171, 1171, 1855, 2033, 2206, 2380, 2559
8, 421, 421, 638, 834, 1028, 1217, 1411
9, 301, 301, 579, 800, 999, 1216, 1416
10, 424, 424, 652, 849, 1043, 1230, 1421
11, 306, 306, 540, 734, 929, 1122, 1343
12, 434, 434, 662, 856, 1051, 1242, 1432
13, 363, 363, 632, 909, 1140, 1371, 1600
12, 564, 564, 815, 1021, 1261, 1470, 1675
1, 4046, 4046, 6296, 8186, 9852, 11194, 12611
1, 4012, 4012, 5756, 7375, 8931, 10548, 12178
2, 2714, 2714, 4303, 5494, 6653, 7806, 9053
3, 1856, 1856, 2770, 3697, 4500, 5323, 6214
4, 552, 552, 782, 976, 1176, 1392, 1586
5, 436, 436, 668, 865, 1061, 1251, 1477
6, 449, 449, 687, 881, 1079, 1269, 1458
1, 645, 645, 1116, 1406, 1676, 1942, 2209
2, 668, 668, 943, 1465, 1667, 1880, 2083
3, 884, 884, 1143, 1781, 1994, 2190, 2383
4, 442, 442, 793, 1033, 1358, 1572, 1780
5, 1266, 1266, 1489, 1693, 1900, 2119, 2319
6, 489, 489, 777, 1066, 1312, 1555, 1788
7, 815, 815, 2106, 2319, 2941, 3156, 3416
1, 3463, 3463, 5171, 6861, 8444, 10099, 11533
2, 1485, 1485, 2088, 2870, 3403, 4418, 4931
3, 425, 425, 678, 862, 1086, 1267, 1468
4, 548, 548, 868, 1125, 1392, 1643, 1888
5, 539, 539, 797, 1010, 1226, 1473, 1685
6, 372, 372, 628, 865, 1142, 1352, 1584
7, 526, 526, 821, 1049, 1266, 1466, 1681
8, 371, 371, 725, 983, 1221, 1455, 1683
9, 656, 656, 980, 1204, 1415, 1625, 1840
10, 364, 364, 659, 1165, 1412, 1675, 1898
1, 451, 451, 706, 898, 1088, 1360, 1553
2, 548, 548, 887, 1179, 1380, 1606, 1849
3, 463, 463, 689, 878, 1070, 1523, 1716
4, 374, 374, 627, 827, 1010, 1187, 1368
5, 949, 949, 1141, 1319, 1495, 1664, 1837
6, 225, 225, 434, 647, 829, 1000, 1173
7, 427, 427, 670, 862, 1053, 1245, 1444
8, 504, 504, 742, 1062, 1268, 1467, 1663
1, 3855, 3855, 6046, 7855, 9546, 11041, 12655
2, 450, 450, 662, 851, 1037, 1231, 1417
3, 770, 770, 1007, 1213, 1452, 1685, 1901
4, 442, 442, 1010, 3606, 3809, 4122, 4307
5, 441, 441, 657, 853, 1044, 1232, 1417
6, 263, 263, 497, 680, 858, 1033, 1214
7, 435, 435, 660, 852, 1040, 1228, 1415
8, 789, 789, 1897, 2631, 2859, 3164, 3406
9, 2830, 2830, 3078, 3271, 3466, 3667, 3862
10, 445, 445, 670, 863, 1056, 1240, 1427
11, 422, 422, 664, 859, 1051, 1234, 1421
12, 423, 423, 662, 858, 1048, 1232, 1419
13, 548, 548, 767, 959, 1152, 1344, 1535
1, 2300, 2300, 3605, 4786, 5808, 6789, 7851
2, 1519, 1519, 1756, 1952, 2148, 2343, 2532
3, 437, 437, 669, 864, 1060, 1251, 1443
4, 450, 450, 666, 2311418, 2312918, 2313339, 2313976
5, 301, 301, 513, 734, 961, 1158, 1350
6, 286, 286, 498, 700, 886, 1053, 1225
7, 481, 481, 774, 1530, 1736, 1923, 2120
8, 454, 454, 664, 856, 1049, 1237, 1421
9, 338, 338, 609, 843, 1051, 1257, 1463
10, 16778, 16778, 16998, 17244, 17480, 17684, 17893
11, 322, 322, 563, 764, 949, 1132, 1312
1, 740, 740, 966, 1160, 1350, 1540, 1725
2, 984, 984, 1562, 1956, 2221, 2509, 2827
3, 620, 620, 1007, 1360, 1627, 1860, 2094
4, 420, 420, 2790, 2981, 3172, 3364, 3553
5, 447, 447, 713, 919, 1113, 1307, 1500
6, 196, 196, 399, 598, 778, 949, 1127
7, 677, 677, 928, 1154, 1412, 1619, 1837
1, 3103, 3103, 4875, 6139, 7375, 8592, 9714
2, 504, 504, 748, 967, 1171, 1379, 1578
3, 362, 362, 616, 848, 1082, 1343, 1603
4, 555, 555, 863, 1089, 1298, 1510, 1715
5, 17743, 17743, 17976, 18170, 18368, 18562, 18764
6, 314, 314, 535, 727, 913, 1098, 1283
7, 1238, 1238, 2451, 3107, 3610, 4141, 4620
8, 561, 561, 864, 1061, 1257, 1452, 1642
9, 10873, 10873, 11104, 11344, 11578, 11783, 11993
10, 287, 287, 497, 682, 868, 1046, 1231
11, 403, 403, 630, 817, 1529, 1733, 1920
12, 417, 417, 642, 832, 1012, 1197, 1376
13, 429, 429, 665, 849, 1033, 1214, 1391
14, 1292, 1292, 1900, 2191, 2416, 2606, 2802
15, 436, 436, 681, 862, 1044, 1229, 1412
16, 328, 328, 564, 775, 1200, 1398, 1598
17, 434, 434, 679, 892, 1087, 1273, 1454
18, 290, 290, 551, 781, 984, 1175, 1393
19, 404, 404, 621, 806, 986, 1164, 1353
20, 540, 540, 839, 1048, 1265, 1471, 1676
1, 3603, 3603, 5750, 7733, 9381, 11092, 12703
2, 423, 423, 646, 843, 1034, 1219, 1403
3, 461, 461, 698, 894, 1088, 1278, 1465
4, 429, 429, 667, 867, 1061, 1246, 1431
5, 440, 440, 683, 876, 1067, 1257, 1442
6, 210, 210, 431, 625, 802, 978, 1155
7, 223, 223, 410, 598, 784, 959, 1141
8, 417, 417, 634, 819, 1003, 1180, 1366
1, 2945, 2945, 4495, 5792, 6973, 8128, 9286
2, 668, 668, 902, 1323, 1527, 1733, 1939
3, 592, 592, 875, 1096, 1325, 1540, 1771
4, 443, 443, 690, 886, 1081, 1280, 1471
5, 414, 414, 646, 844, 1040, 1235, 1425
6, 415, 415, 633, 831, 1031, 1221, 1531
7, 418, 418, 701, 895, 1091, 1283, 1469
8, 3083, 3083, 4981, 6559, 7839, 9178, 10333
9, 535, 535, 888, 1088, 1289, 1484, 2146
10, 530, 530, 806, 1017, 1218, 2543, 2742
11, 582, 582, 826, 1177, 1373, 1680, 1881
12, 428, 428, 647, 832, 1011, 1196, 1372
13, 365, 365, 654, 900, 1136, 1338, 1540
14, 327, 327, 555, 764, 993, 1220, 1453
15, 420, 420, 642, 833, 1020, 1203, 1397
1, 2950, 2950, 4642, 5997, 7289, 8575, 9991
2, 421, 421, 649, 846, 1036, 1226, 1415
3, 436, 436, 687, 895, 1093, 1286, 1478
4, 264, 264, 503, 884, 1081, 1278, 1474
5, 433, 433, 661, 849, 1040, 1230, 1416
6, 286, 286, 516, 734, 943, 1139, 1370
7, 352, 352, 664, 920, 1188, 1428, 1660
8, 439, 439, 661, 855, 1044, 1229, 1414
9, 482, 482, 736, 939, 1130, 1318, 1507
10, 686, 686, 1022, 1616, 1900, 2182, 2441
11, 427, 427, 631, 816, 998, 1183, 1362
12, 256, 256, 1345, 1572, 1767, 1959, 2172
13, 2922, 2922, 4417, 9133, 10361, 11491, 12669
14, 565, 565, 873, 1095, 1310, 1519, 1723
15, 406, 406, 686, 907, 1124, 1355, 1603
16, 324, 324, 586, 801, 1031, 1258, 1522
17, 622, 622, 904, 1105, 1325, 1534, 1732
1, 612, 612, 870, 1078, 1296, 1500, 1707
2, 404, 404, 688, 946, 1174, 1392, 1614
3, 669, 669, 1033, 1243, 1447, 1655, 1857
4, 993, 993, 1274, 1833, 2048, 2284, 2500
5, 3022, 3022, 4998, 6498, 7833, 9320, 10700
6, 428, 428, 651, 841, 1029, 1214, 1400
7, 284, 284, 589, 865, 1113, 1360, 1596
8, 445, 445, 668, 858, 1047, 1234, 1414
9, 419, 419, 641, 835, 2216, 2404, 2594
10, 425, 425, 643, 833, 1018, 1201, 1385
11, 255, 255, 525, 746, 936, 1137, 1341
1, 2775, 2775, 4358, 5608, 6931, 8217, 9441
2, 2987, 2987, 4781, 6048, 7151, 8406, 9595
3, 680, 680, 1163, 1392, 1594, 1796, 2029
4, 487, 487, 861, 1077, 1483, 1684, 1906
5, 815, 815, 1059, 1266, 1471, 1672, 1986
6, 1777, 1777, 2878, 4152, 4366, 4842, 5032
7, 326, 326, 645, 888, 1135, 1358, 1589
8, 569, 569, 929, 1130, 1329, 1690, 1886
9, 502, 502, 751, 1030, 1242, 1441, 1664
10, 432, 432, 669, 860, 1043, 1232, 1417
11, 419, 419, 662, 848, 1030, 3177, 3369
12, 331, 331, 885, 1093, 1289, 1523, 1737
13, 436, 436, 670, 873, 1067, 1259, 1444
1, 2766, 2766, 4427, 5658, 6896, 8122, 9277
2, 407, 407, 632, 822, 1008, 1199, 1386
3, 432, 432, 647, 837, 1029, 1217, 1404
4, 390, 390, 624, 825, 1013, 1206, 1395
5, 219, 219, 434, 630, 809, 982, 1160
6, 430, 430, 670, 890, 1090, 1281, 1467
7, 517, 517, 755, 1013, 1220, 1420, 1631
8, 651, 651, 874, 1080, 1283, 1487, 1699
9, 341, 341, 577, 822, 1069, 1306, 1535
10, 464, 464, 821, 1119, 1335, 1534, 1747
11, 434, 434, 650, 830, 1014, 1199, 1375
12, 226, 226, 463, 635, 806, 970, 1144
13, 309, 309, 524, 736, 951, 1146, 1359
14, 407, 407, 635, 820, 1009, 1193, 1370
15, 242, 242, 441, 615, 789, 950, 1119
16, 244, 244, 433, 605, 777, 942, 1110
17, 206, 206, 389, 565, 736, 899, 1091
18, 221, 221, 399, 571, 1017, 1181, 1349
1, 1021, 1021, 1686, 2161, 2633, 2941, 3287
2, 824, 824, 1216, 1419, 1624, 1846, 2070
3, 541, 541, 797, 1013, 1228, 1430, 2117
4, 445, 445, 684, 874, 1061, 1242, 1425
5, 466, 466, 679, 866, 2229, 2425, 2610
6, 432, 432, 656, 843, 1029, 1217, 1407
7, 2856, 2856, 4750, 6042, 7356, 8625, 13975
8, 1101, 1101, 1349, 1542, 1734, 1921, 2114
9, 427, 427, 653, 846, 1038, 1224, 1410
10, 459, 459, 661, 848, 1035, 1217, 1395
11, 201, 201, 386, 567, 749, 925, 1104
1, 2684, 2684, 4325, 5736, 7108, 8441, 9686
2, 434, 434, 682, 870, 1057, 1247, 1433
3, 347, 347, 754, 973, 1186, 1396, 1608
4, 433, 433, 654, 841, 1027, 1216, 1400
5, 432, 432, 660, 1454, 1644, 1838, 2025
6, 449, 449, 698, 885, 1071, 1258, 1439
7, 327, 327, 588, 1318, 1563, 1797, 1987
8, 418, 418, 650, 861, 1063, 1241, 1423
9, 419, 419, 647, 842, 1031, 1222, 1418
10, 411, 411, 645, 846, 1043, 1237, 1425
11, 283, 283, 532, 761, 979, 1174, 1402
12, 205, 205, 430, 604, 785, 1569, 1741
13, 206, 206, 387, 569, 748, 919, 1095
14, 662, 662, 1006, 1611, 1813, 2013, 2220
15, 635, 635, 867, 1125, 1329, 1540, 1737
16, 357, 357, 606, 1297, 1526, 1788, 2030
17, 305, 305, 635, 889, 1129, 1392, 1641
18, 300, 300, 557, 781, 1026, 1274, 1515
1, 809, 809, 1575, 1778, 1980, 2173, 2359
2, 484, 484, 770, 1074, 1276, 1494, 1711
3, 502, 502, 832, 1081, 1284, 1491, 1707
4, 428, 428, 677, 889, 1080, 1268, 1451
5, 423, 423, 635, 827, 1021, 1204, 1399
6, 2789, 2789, 4302, 5719, 7066, 8236, 9519
7, 958, 958, 1234, 1459, 1665, 1861, 2372
8, 1780, 1780, 2045, 2237, 2434, 2623, 2810
9, 433, 433, 665, 885, 1082, 1271, 1456
10, 430, 430, 648, 842, 1029, 1216, 1399
11, 415, 415, 632, 817, 1000, 1183, 1368
12, 415, 415, 624, 811, 998, 1181, 1360
13, 529, 529, 805, 1045, 1294, 1519, 1754
14, 641, 641, 872, 1099, 1335, 1529, 1723
15, 339, 339, 571, 816, 1065, 1272, 1483
16, 289, 289, 573, 813, 1029, 1232, 1448
1, 3125, 3125, 4872, 6259, 7731, 9137, 10533
2, 1161, 1161, 2843, 3041, 3245, 4103, 4305
3, 3122, 3122, 4783, 6242, 7497, 8719, 9947
4, 2940, 2940, 4315, 5526, 6648, 7798, 9042
5, 614, 614, 929, 1143, 1353, 1559, 1790
6, 515, 515, 814, 1016, 1236, 1455, 1655
7, 475, 475, 694, 884, 1069, 1259, 1440
8, 416, 416, 622, 808, 993, 1174, 1355
9, 429, 429, 665, 885, 1093, 1283, 1469
10, 400, 400, 604, 789, 968, 1142, 1322
11, 393, 393, 610, 796, 981, 1156, 1332
10, 2981, 2981, 4928, 6681, 8125, 9450, 10756
9, 430, 430, 668, 860, 1049, 1240, 1426
10, 2564, 2564, 4228, 5422, 6692, 7789, 8936
11, 578, 578, 869, 1166, 1368, 1567, 1780
12, 519, 519, 774, 979, 1213, 1398, 1593
13, 443, 443, 651, 837, 1139, 1322, 1500
14, 443, 443, 661, 855, 1051, 1241, 1433
15, 418, 418, 668, 850, 1036, 1224, 1407
1, 2724, 2724, 4112, 5210, 6258, 7414, 8597
2, 653, 653, 907, 1236, 1471, 1710, 1921
3, 465, 465, 707, 895, 1086, 1423, 1614
4, 450, 450, 664, 856, 1045, 1237, 1420
5, 445, 445, 664, 848, 1751, 1953, 2141
6, 455, 455, 669, 861, 1056, 1244, 1433
1, 3864, 3864, 6062, 12687, 14336, 15869, 17387
2, 441, 441, 655, 848, 1041, 1280, 1472
3, 3892, 3892, 5625, 7125, 8514, 9934, 11481
4, 3634, 3634, 5997, 7836, 9583, 11194, 12833
5, 443, 443, 653, 847, 1029, 1212, 1399
6, 562, 562, 837, 1070, 1301, 1507, 1724
7, 522, 522, 818, 1024, 1230, 1434, 1637
8, 2903, 2903, 4561, 5958, 7224, 8408, 9634
9, 2319, 2319, 4002, 5460, 6658, 8007, 9174
10, 441, 441, 702, 906, 1100, 1291, 1476
7, 159632, 159632, 161068, 162326, 163368, 164346, 165371
8, 3306, 3306, 5253, 6822, 8292, 9816, 11394
9, 428, 428, 634, 818, 998, 1181, 1361
10, 436, 436, 665, 859, 1050, 1238, 1423
1, 3450, 3450, 5503, 7209, 8694, 10173, 11637
2, 806, 806, 1126, 1492, 2350, 2551, 2751
3, 2820, 2820, 4381, 5889, 7123, 8422, 9698
4, 615, 615, 846, 1041, 1231, 1481, 1669
5, 452, 452, 692, 885, 1074, 1255, 1442
6, 455, 455, 690, 881, 1074, 1260, 1710
7, 437, 437, 662, 853, 1041, 1228, 1413
8, 419, 419, 648, 840, 1030, 1222, 1411
9, 422, 422, 646, 839, 1033, 1223, 1417
10, 298, 298, 538, 744, 947, 1156, 1373
11, 430, 430, 639, 825, 1016, 1199, 1383
12, 238, 238, 479, 690, 881, 1086, 1300
1, 3661, 3661, 5619, 7269, 62535, 64097, 65577
2, 3327, 3327, 5122, 6269, 7535, 8797, 10119
3, 560, 560, 781, 973, 1163, 1679, 1860
4, 440, 440, 667, 860, 1047, 1238, 1422
5, 447, 447, 665, 859, 1052, 1242, 1429
6, 1502, 1502, 1737, 1934, 2127, 2314, 2490
7, 1020, 1020, 1930, 2155, 2366, 2571, 2908
8, 463, 463, 707, 896, 1088, 1278, 1459
9, 578, 578, 808, 991, 1172, 1350, 1528
10, 531, 531, 737, 1011, 1183, 1351, 1520
11, 456, 456, 709, 908, 1091, 1275, 1451
1, 2767, 2767, 4261, 5553, 7219, 8472, 9767
2, 2864, 2864, 4139, 5389, 6592, 7878, 9101
3, 409, 409, 635, 835, 1029, 1217, 1399
4, 1367, 1367, 1857, 2254, 2654, 3033, 3407
5, 454, 454, 681, 880, 1073, 1265, 1449
6, 1989, 1989, 3269, 4269, 5301, 6269, 7233
5, 2683, 2683, 4366, 5672, 6919, 8164, 9360
6, 409, 409, 639, 831, 1026, 1215, 1404
7, 536, 536, 767, 983, 1185, 1366, 1573
8, 1139, 1139, 1394, 8927, 9159, 9352, 9547
9, 437, 437, 665, 859, 1051, 1239, 1423
10, 2711, 2711, 4428, 5774, 7205, 8494, 9822
11, 1196, 1196, 1443, 1638, 1829, 2026, 2223
